ligne_source,fournisseur_colonne_A,dlc_ddm,produit,pu_ht,multiple_de_commande,tva,note_fournisseur
252,TATASSE Sachet Kraft 100g,12 MOIS,Tisane fruitée Sorbet Exotique,5.78,6/,0.055,
253,TATASSE Sachet Kraft 100g,12 MOIS,Tisane fruitée La Dame de cœur,5.78,6/,0.055,
254,TATASSE Sachet Kraft 100g,12 MOIS,Detox Jeune et jolie,5.78,6/,0.055,
255,TATASSE Sachet Kraft 100g,12 MOIS,Detox Beau Teint,5.78,6/,0.055,
256,TATASSE Sachet Kraft 100g,12 MOIS,Detox Chill Time,5.78,6/,0.055,
257,TATASSE Sachet Kraft 100g,12 MOIS,Maté KA'MATE KA'MATE,5.78,6/,0.055,
258,TATASSE Sachet Kraft 100g,12 MOIS,Maté Balance,5.78,6/,0.055,
259,TATASSE Sachet Kraft 100g,12 MOIS,Maternité Divine Mama,5.78,6/,0.055,
260,TATASSE Sachet Kraft 100g,12 MOIS,Maternité Voie Lactée,5.78,6/,0.055,
261,TATASSE Sachet Kraft 100g,12 MOIS,Rooibos Lemon Curd,5.78,6/,0.055,
262,TATASSE Sachet Kraft 100g,12 MOIS,Rooibos Cheri Coco,5.78,6/,0.055,
263,TATASSE Sachet Kraft 100g,12 MOIS,Rooibos Saveur Macaron,5.78,6/,0.055,
264,TATASSE Sachet Kraft 100g,12 MOIS,Rooibos Menthe Givrée,5.78,6/,0.055,
265,TATASSE Sachet Kraft 100g,12 MOIS,Rooibos Agrumes Tonic,5.78,6/,0.055,
266,TATASSE Sachet Kraft 100g,12 MOIS,NORMAND Cambremer Pays D'Auge,5.78,6/,0.055,
267,TATASSE Sachet Kraft 100g,12 MOIS,NORMAND Rouen Gros Horloge,5.78,6/,0.055,
268,TATASSE Sachet Kraft 100g,12 MOIS,NORMAND Bayeux et son Bessin,5.78,6/,0.055,
269,TATASSE Sachet Kraft 100g,12 MOIS,NORMAND Caen Ville historique,5.78,6/,0.055,
270,TATASSE Sachet Kraft 100g,12 MOIS,NORMAND Bagnoles de l'Orne,5.78,6/,0.055,
271,TATASSE Sachet Kraft 100g,12 MOIS,NORMAND Mont Saint Michel,5.78,6/,0.055,
272,TATASSE Sachet Kraft 100g,12 MOIS,D-Day Plage du debarquement,5.78,6/,0.055,
273,TATASSE Sachet Kraft 100g,12 MOIS,D-Day Normandie D-DAY,5.78,6/,0.055,
274,TATASSE Sachet Kraft 100g,12 MOIS,D-Day Operation Overlord,5.78,6/,0.055,
275,TATASSE Sachet Kraft 100g,12 MOIS,D-Day Parachutes,5.78,6/,0.055,
276,TATASSE Sachet Kraft 100g,12 MOIS,D-Day Les Alliés,5.78,6/,0.055,
277,TATASSE Sachet Kraft 100g,12 MOIS,D-Day God Save The Queen,5.78,6/,0.055,
278,BALADES NORMANDES,18 MOIS,MOUTARDE 100g Pomme Calvados,4.25,6/,0.055,
279,BALADES NORMANDES,18 MOIS,MOUTARDE 100g Camembert,4.25,6/,0.055,
280,BALADES NORMANDES,18 MOIS,MOUTARDE 100g à l'ancienne au Cidre,4.25,6/,0.055,
281,BALADES NORMANDES,18 MOIS,MOUTARDE 100g à l'ail Noir,4.25,6/,0.055,
282,BALADES NORMANDES,18 MOIS,MOUTARDE 100g au Piment d'Espelette,4.25,6/,0.055,
283,BALADES NORMANDES,18 MOIS,MOUTARDE 100g Poivre Voantsy Perifery,4.25,6/,0.055,
284,BALADES NORMANDES,24 MOIS,CONFITURE pomme caramel 180 gr Mont sr Michel,3.7,6/,0.055,
285,BALADES NORMANDES,24 MOIS,CONFITURE poire vanille 180 gr Plage,3.7,6/,0.055,
286,BALADES NORMANDES,24 MOIS,CONFITURE fruits rouges 180 gr Champs de course,3.7,6/,0.055,
287,BALADES NORMANDES Boîte bois ronde,12 MOIS,CARAMELS d'Isigny Fondant beurre salé 150 g Caen,5.11,6/,0.2,
288,BALADES NORMANDES Boîte bois ronde,12 MOIS,CARAMELS d'Isigny beurre salé 150 g Deauville,5.11,6/,0.2,
289,BALADES NORMANDES Boîte bois ronde,12 MOIS,CARAMELS d'Isigny 150 g Assortiment Normand Vache,5.11,6/,0.2,
290,BALADES NORMANDES Boîte 4 faces,12 MOIS,CARAMELS d'Isigny 200 g Assortiment Normand,7.5,6/,0.2,
291,BALADES NORMANDES Boîte fer,6 MOIS,CARAMELS 1/2 sucrette 100g Ouistreham B-LEC,4.64,6/,0.2,
292,BALADES NORMANDES Boîte fer,6 MOIS,CARAMELS 1/2 sucrette 100g Caen château B-LEC,4.64,6/,0.2,
293,BALADES NORMANDES Boîte fer,6 MOIS,BISCUITS 150g CAEN Mairie,7.31,6/,0.055,
294,BALADES NORMANDES Boîte fer,6 MOIS,BISCUITS 150g Ouistreham B-LEC,7.31,6/,0.055,
295,BALADES NORMANDES Boîte fer,6 MOIS,BISCUITS 150g Caen Château B-LEC,7.31,6/,0.055,
296,BALADES NORMANDES Boîte fer,6 MOIS,BISCUITS 150g Caen cœur de ville Aquarelle,7.31,6/,0.055,
297,BALADES NORMANDES Boîte fer,6 MOIS,Biscuits 150g Pays D'Auge Aquarelle,7.31,6/,0.055,
298,BALADES NORMANDES Boîte fer,6 MOIS,Biscuits 150g Cambremer Aquarelle,7.31,6/,0.055,
299,BALADES NORMANDES,,POMMEAU 35cl Pique-nique sous les pommiers,9,6/,0.2,
300,BALADES NORMANDES D-DAY Boîte bois,12 MOIS,Caramels d'Isigny beurre salé 150 g  D-DAY drapeau,5.11,6/,0.2,
301,BALADES NORMANDES D-DAY Boîte métal,6 MOIS,Caramels d'Isigny 1/2 sucrette 100 g Parachute,4.64,6/,0.2,
302,BALADES NORMANDES D-DAY Boîte métal,6 MOIS,Caramels d'Isigny 1/2 sucrette 100 g OPERATION OVERLORD,4.64,6/,0.2,
303,BALADES NORMANDES D-DAY Boîte métal,6 MOIS,Biscuits 120g JEEP,7.31,6/,0.2,
304,BALADES NORMANDES D-DAY Boîte métal,6 MOIS,Biscuits 120g Barge,7.31,6/,0.2,
305,POM’ POM’,,Calvados Arrangé Pomme Vanille 70 cl,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
306,POM’ POM’,,Calvados Arrangé Kumquat Café 70 cl,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
307,POM’ POM’,,Calvados Arrangé Banane Vanille 70 cl,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
308,POM’ POM’,,Calvados Arrangé Pomme Caramel 70 cl,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
309,POM’ POM’,,Calvados Arrangé Fraise Poivre de Sichuan 70 cl,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
310,POM’ POM’,,Calvados Arrangé Epices de Noël Clémentine 70 cl,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
311,POM’ POM’,,Calvados Arrangé Pomme Menthe 70 cl,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
312,POM’ POM’,,Calvados Arrangé Ananas Caramel fleur de sel 70 cl,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
313,POM' POM',,Calvados Arrangé Framboise Basilic,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
314,POM' POM',,Calvados Arrangé Bergamote Noix de cajou,20.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
315,POM’ POM’,,Calva Arrangé Banane extra mûre vanille 18 mois 50 cl,22.9,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
316,POM’ POM’,,Coffret 2 x 20cl INCLUS AVEC LES 20 CL SUR DEMANDE,0,,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
317,POM’ POM’,,Calvados Arrangé Pomme Vanille 20 cl,9.1,9/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
318,POM’ POM’,,Calvados Arrangé Kumquat Café 20 cl,9.1,9/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
319,POM’ POM’,,Calvados Arrangé Banane Vanille 20 cl,9.1,9/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
320,POM’ POM’,,Calvados Arrangé Pomme Caramel 20 cl,9.1,9/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL
321,MAISON HEROUT,,Cidre bio Cotentin AOC brut  75 cl,4.62,6/,0.2,
322,MAISON HEROUT,,Cidre bio Cotentin AOC brut 2018 et 2019 150 cl,10.34,3/,0.2,
323,MAISON HEROUT,,Grande cuvée Cotentin AOC extra brut 2018-2019 75 cl,5.28,6/,0.2,
324,MAISON HEROUT,,Cidre bio Cotentin AOC extra brut 2018 puis 2019 150 cl,11.66,3/,0.2,
325,MAISON HEROUT,,Cidre bio cuvée gourmande demi sec 75 cl,4.29,6/,0.2,
326,MAISON HEROUT,,Cidre bio micro cuvée N°1 vieilli fût chêne75 cl 2021,7.48,6/,0.2,
327,MAISON HEROUT,,Cidre bio micro cuvée N°1 vieilli fût chêne150 cl 2019,16.06,6/,0.2,
328,MAISON HEROUT,,Cidre bio micro cuvée N°2 cidre dégorgé 75 cl 2020,8.36,6/,0.2,
329,MAISON HEROUT,,Cidre bio micro cuvée N°3 cidre fermenté barriques de vin,10.23,6/,0.2,
330,MAISON HEROUT,,Cidre bio micro cuvée N°4 Variétés acidulées,7.15,6/,0.2,
331,MAISON HEROUT,,Cidre bio micro cuvée N°5 assemblage 50% amer 50% acidulé,7.15,6/,0.2,
332,MAISON HEROUT,,Amour d'Hérout brut 33 cl cidre IGP,1.93,12/,0.2,
333,MAISON HEROUT,,Amour d'Hérout brut 75 cl cidre IGP,3.85,6/,0.2,
334,MAISON HEROUT,,Amour d'Hérout doux 33 cl cidre IGP,1.93,12/,0.2,
335,MAISON HEROUT,,Calvados Héritage 12 ans d'âge 20 cl,16.06,12/,0.2,
336,MAISON HEROUT,,Calvados Héritage 12 ans d'âge 35 cl,25.25,6/,0.2,
337,MAISON HEROUT,,Calvados Héritage 12 ans d'âge 70 cl,43.34,6/,0.2,
338,MAISON HEROUT,,Calvados Héritage 12 ans d'âge 150 cl,96.69,1/,0.2,
339,MAISON HEROUT,,Calvados AOC-XO hors d'âge 6 ans 20 cl,13.53,6/,0.2,
340,MAISON HEROUT,,Calvados AOC-XO hors d'âge 6 ans 35 cl,21.23,6/,0.2,
341,MAISON HEROUT,,Calvados AOC-XO hors d'âge 6 ans 70 cl,36.52,6/,0.2,
342,MAISON HEROUT,,Calvados AOC-XO hors d'âge 6 ans 150 cl,82.83,1/,0.2,
343,MAISON HEROUT,,Calvados AOC-VSOP vielle réserve 4 ans 20 cl,11.33,6/,0.2,
344,MAISON HEROUT,,Calvados AOC-VSOP vielle réserve 4 ans 35 cl,17.82,6/,0.2,
345,MAISON HEROUT,,Calvados AOC-VSOP vielle réserve 4 ans 70 cl,30.7,6/,0.2,
346,MAISON HEROUT,,Calvados AOC-VSOP vielle réserve 4 ans 150 cl,69.85,1/,0.2,
347,MAISON HEROUT,,Calvados VS 2 ans 20 cl,9.57,6/,0.2,
348,MAISON HEROUT,,Calvados VS 2 ans 70 cl,25.41,6/,0.2,
349,MAISON HEROUT,,BLANCHE d'alambic bio 70 cl,23.65,6/,0.2,
350,MAISON HEROUT,,BLANCHE d'alambic bio 20 cl,8.75,12/,0.2,
351,MAISON HEROUT,,Pommeau bio 70 cl,15.18,6/,0.2,
352,MAISON HEROUT,,pommeau bio 20 cl,6.27,6/,0.2,
353,MAISON HEROUT,,Jus de pomme bio 25 cl,1.98,24/,0.055,
354,MAISON HEROUT,,Jus de pomme bio 100 cl,3.85,6/,0.055,
355,MAISON HEROUT,,jus de pomme bio 300 cl bib,9.68,4/,0.055,
356,MAISON HEROUT,,Vinaigre de cidre bio 25 cl,4.07,12/,0.055,
357,MAISON HEROUT,,Vinaigre de cidre bio 50 cl,5.94,12/,0.055,
358,MAISON HEROUT,,"Jus de pomme Pétillant bio ""Prout"" 75cl NOUVEAU",3.52,6/,0.055,
359,GAEC DE CLAIDS,,Cidre Cotentin extra brut 75 cl,3.8,6/,0.2,
360,GAEC DE CLAIDS,,Cidre Cotentin extra brut selection 75 cl,7.6,6/,0.2,
361,GAEC DE CLAIDS,,Cidre Cotentin brut 75 cl,3.8,6/,0.2,
362,GAEC DE CLAIDS,,Cidre Cotentin brut 33 cl,2.25,6/,0.2,
363,GAEC DE CLAIDS,,Cidre Cotentin demi-sec 75 cl,4.32,6/,0.2,
364,GAEC DE CLAIDS,,Cidre Cotentin doux 75 cl,3.6,6/,0.2,
365,GAEC DE CLAIDS,,Fine de Claids 35 cl 40°,18,6/,0.2,
366,GAEC DE CLAIDS,,Calvados 5 ans 35cl,18.1,6/,0.2,
367,GAEC DE CLAIDS,,Calvados 5 ans 70cl,27,6/,0.2,
368,GAEC DE CLAIDS,,Calvados 7 ans 70cl,28.5,6/,0.2,
369,GAEC DE CLAIDS,,Fine de Claids 70 cl 40°,30.2,6/,0.2,
370,GAEC DE CLAIDS,,Pommeau de Normandie 35 cl 17°,7.25,6/,0.2,
371,GAEC DE CLAIDS,,Pommeau de Normandie 70 cl 17°,11.35,6/,0.2,
372,GAEC DE CLAIDS,,Apéro Claids 70 cl 12°,10.35,6/,0.2,
373,GAEC DE CLAIDS,,"Liqueur 44 ""le chiffre Claids"" 35 cl 32°",16.2,6/,0.2,
374,GAEC DE CLAIDS,,"Liqueur 44 ""le chiffre Claids"" 70 cl 32°",25.5,6/,0.2,
375,GAEC DE CLAIDS,,"""Keys' Claids"" 70 cl 41°",38.33,6/,0.2,
376,GAEC DE CLAIDS,,Jus de pomme 100 cl,3.3,6/,0.055,
377,GAEC DE CLAIDS,,Jus de pomme 25 cl,1.9,12/,0.055,
378,GAEC DE CLAIDS,,Aigrette de Claids (vinaigre de cidre) 50 cl,3.15,6/,0.055,
379,FERME DU LOTEROT,,Crème de Calvados 70 cl,13.5,6/,0.2,
380,FERME DU LOTEROT,,Crème de Calvados 35 cl,9.1,9/,0.2,
381,FERME DU LOTEROT,,Liqueur 44 35 cl 40°,15.4,9/,0.2,
382,BRASSERIE LA LIE,,Bière blonde 33 cl / 24 Au prés de ma blonde,1.96,24/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
383,BRASSERIE LA LIE,,Bière blonde 75 cl / 9 Au prés de ma blonde,3.64,9/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
384,BRASSERIE LA LIE,,Bière ambrée 33 cl / 24 Ambrée du hameau,1.96,24/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
385,BRASSERIE LA LIE,,Bière ambrée 75 cl / 9 Ambrée du hameau,3.64,9/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
386,BRASSERIE LA LIE,,Bière blanche 33 cl / 24 La Caennette,1.96,24/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
387,BRASSERIE LA LIE,,Bière blanche 75 cl / 9 La Caennette,3.64,9/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
388,BRASSERIE LA LIE,,Bière brune 33 cl / 24 Quai des brune,1.96,24/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
389,BRASSERIE LA LIE,,Bière brune 75 cl / 9 Quai des brunes,3.64,9/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
390,BRASSERIE LA LIE,,Bière triple 33 cl / 24 Triple à la mode de Caen,2.01,24/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
391,BRASSERIE LA LIE,,Bière triple 75 cl / 9 Triple à la mode de Caen,3.8,9/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
392,BRASSERIE LA LIE,,Bière rousse Conté fleurette 33 cl / 24,1.96,24/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
393,BRASSERIE LA LIE,,Bière rousse Conté fleurette 75 cl / 9,3.64,9/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
394,BRASSERIE LA LIE,,Bière blonde Pale Ale  33 cl / 24 la Suisse Normande,1.96,24/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
395,BRASSERIE LA LIE,,Bière blonde Pale Ale  75 cl / 9 la Suisse Normande,3.64,9/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
396,BRASSERIE LA LIE,,Bière de Noel 33 cl / 24 ça sent le sapin,1.96,24/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
397,BRASSERIE LA LIE,,Bière de Noel 75 cl / 9 ça sent le sapin,3.64,9/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
398,BRASSERIE LA LIE,,Bière édition limité du moment 33 cl / 24,1.96,24/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
399,BRASSERIE LA LIE,,Bière édition limité du moment 75 cl / 9,3.64,9/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
400,BRASSERIE LA LIE,,Pack 6 bouteilles 33 cl,0.85,6/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
401,BRASSERIE LA LIE,,Pack 6 bouteilles 33 cl + 2 verres,1.16,6/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
402,BRASSERIE LA LIE,,Pack 3 bouteilles 75 cl,1.06,6/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
403,BRASSERIE LA LIE,,Pack 1 bouteilles 75 cl + 2 verres,1.12,6/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
404,BRASSERIE LA LIE,,Demi mètre craft logoté composé de 9 bières 33 cl,21.35,5/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
405,BRASSERIE LA LIE,,Pinte 50 cl Brasserie Lalie,2.38,6/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
406,BRASSERIE LA LIE,,Verre à bière Brasserie Lalie 25 cl,2.1,6/,0.2,Attention !! / BRASSERIE LALIE / EXPEDITION / PAR / TRANSPORTEUR / UNIQUEMENT / A PARTIR / DE 8 CARTONS / OU / 6 CARTONS / ET / 5 DEMI-METRES
407,LES ARPENTS DU SOLEIL,,CONNIVENCE BLANC 75 cl  14° en coffret de 6,15.9,6/,0.2,
408,LES ARPENTS DU SOLEIL,,PINOT NOIR 50 CL rouge 12 ° en coffret de 6,8.8,6/,0.2,
409,LES ARPENTS DU SOLEIL,,PINOT NOIR magnum 150 CL rouge 12 ° en coffret de 3,28.75,3/,0.2,
410,LES ARPENTS DU SOLEIL,,AUXERROIS 50 CL blanc 12 °  en coffret de 6,6.75,6/,0.2,
411,LES ARPENTS DU SOLEIL,,PINOT Gris 50 CL en coffret de 6,8.8,6/,0.2,
412,LES ARPENTS DU SOLEIL,,AUXERROIS magnum 150 CL blanc 12 °  en coffret de 3,28.75,3/,0.2,
413,DISTILLERIE C'EST NOUS,,Gin 40° 70 cl   Echantillon gratuit pour 6 sur demande,23.25,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
414,DISTILLERIE C'EST NOUS,,Gin 40 ° 20 cl,9.4,12/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
415,DISTILLERIE C'EST NOUS,,Gin 40° 70 cl   Concombre-basilic-pomme Echantillon gratuit sur demande,23.25,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
416,DISTILLERIE C'EST NOUS,,Gin fusion  21 ° Rhubarbe Menthe 50 cl,13.8,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
417,DISTILLERIE C'EST NOUS,,Gin fusion 21° Framboise Hibiscus 50 cl,13.8,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
418,DISTILLERIE C'EST NOUS,,Vodka 40° 70 cl  Echantillon gratuit pour 6 sur demande,20.7,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
419,DISTILLERIE C'EST NOUS,,Vodka Normande 40° 20 cl,9.4,12/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
420,DISTILLERIE C'EST NOUS,,Liqueur de café Cold brew 25° 70 cl Echantillon gratuit pour 6 sur demande,19.5,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
421,DISTILLERIE C'EST NOUS,,Liqueur de café Cold brew 25° 20 cl,8.5,12/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
422,DISTILLERIE C'EST NOUS,,Limoncello 50 cl Liqueur de citron Echantillon gratuit pour 6 sur demande,14.6,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
423,DISTILLERIE C'EST NOUS,,"Rhum botanique ""Jardin à l'Anglaise"" 70 cl 40° Nouveau design",24.85,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
424,DISTILLERIE C'EST NOUS,,"Rhum botanique ""Le chaleureux"" 70 cl 40° Nouveau design",24.85,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
425,DISTILLERIE C'EST NOUS,,"Les singuliers ""Cask finish"" 50 cl",19,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
426,DISTILLERIE C'EST NOUS,,"Coffret 3 X 20 cl Gin, Vodka et Cold brew,",33.35,3/ -6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
427,DISTILLERIE C'EST NOUS,,PASTIS du verger Echantillon gratuit pour 6 sur demande,19.3,6/,0.2,Livraisons par 6 mais panachable par 2x3 pour les bouteilles de 70CL / panachage a volonté pour les 20cl
428,LISANE,,Savon Bebe hypoallergenique beurre karité,3.5,6/,0.2,
429,LISANE,,"Lait démaquillant parfum ""fleur de pommier""",8.5,6/,0.2,
430,LISANE,,Savon 100 grs lait,2.9,6/,0.2,
431,LISANE,,Savon 100 grs amande douce,2.9,6/,0.2,
432,LISANE,,Savon 100 grs chèvrefeuille,2.9,6/,0.2,
433,LISANE,,Savon 100 grs miel,2.9,6/,0.2,
434,LISANE,,Savon 100 grs thé,2.9,6/,0.2,
435,LISANE,,Savon 100 grs marine,2.9,6/,0.2,
436,LISANE,,Savon 100 grs rose,2.9,6/,0.2,
437,LISANE,,Savon 100 grs fleur de pommier,2.9,6/,0.2,
438,LISANE,,Bain douche 250 ml lait,7.7,3/,0.2,
439,LISANE,,Bain douche 250 ml amande douce,7.7,3/,0.2,
440,LISANE,,Bain douche 250 ml thé blanc,7.7,3/,0.2,
441,LISANE,,Bain douche 250 ml marine,7.7,3/,0.2,
442,LISANE,,Bain douche 250 ml chèvrefeuille,7.7,3/,0.2,
443,LISANE,,Bain douche 250 ml avoine,7.7,3/,0.2,
444,LISANE,,Bain douche 250 ml fleur de pommier,7.7,3/,0.2,
445,LISANE,,Shampoing 200 ml,7.8,3/,0.2,
446,LISANE,,Crème hydratante 50 ml,11.3,3/,0.2,
447,LISANE,,Crème antiride 50 ml,12.8,3/,0.2,
448,LISANE,,Lait corporel 200 ml,13.7,3/,0.2,
449,LISANE,,Crème pieds 50 ml,8.45,3/,0.2,
450,LISANE,,Crème main 50 ml,8.45,3/,0.2,
451,Rucher du bocage Virois,24 MOIS,Miel de Fleurs de Normandie 250gr,4.25,12/,0.055,Colissage par 12 parfums au choix
452,Rucher du bocage Virois,24 MOIS,Miel de Fleurs de Normandie 500gr,6.3,12/,0.055,Colissage par 12 parfums au choix
453,Rucher du bocage Virois,24 MOIS,Miel d'Acacia 250gr,5.8,12/,0.055,Colissage par 12 parfums au choix
454,Rucher du bocage Virois,24 MOIS,Miel d'Acacia 500gr,9.4,12/,0.055,Colissage par 12 parfums au choix
455,Rucher du bocage Virois,24 MOIS,Miel de Tilleul 250gr,5.8,12/,0.055,Colissage par 12 parfums au choix
