id_produit,reference_fournisseur,nom_produit,libelle_source,description,categorie,sous_categorie,regle_de_classification,marque,id_producteur,producteur,producteur_libelle_source,id_fournisseur,fournisseur,canal_de_commande,url_photo,origine_pays,origine_region,origine_departement,lieu_fabrication,appellation,niveau_preuve_origine,caractere_local,savoir_faire_francais,alerte_matiere_premiere,poids_net_g,volume_ml,mention_poids_volume_source,degre_alcool,alcool,type_alcool,dlc_ddm,mention_source,prix_achat_ht,prix_achat_texte_source,unite_de_prix,libelle_colonne_prix_source,tva_taux,prix_achat_ttc,prix_au_kg_ht,droits_accises,prix_hors_droits_ht,prix_vente_ht,prix_vente_ttc,marge_eur,taux_marge,prix_min_acceptable,prix_max_conseille,coefficient_applique,calcul_prix_vente,statut_prix_vente,conditionnement,quantite_par_conditionnement,multiple_commande_source,multiple_commande_valeur,minimum_commande,panachage,poids_brut_g,longueur_cm,largeur_cm,hauteur_cm,volume_dm3,fragile,contient_verre,liquide,sensible_chocs,protection_necessaire,protection_type,contraintes_transport,personnalisable,type_personnalisation,cout_personnalisation,delai_personnalisation,fournisseur_personnalisation,niveau_gamme,niveau_noblesse_propose,noblesse_justification,noblesse_statut,saisonnalite,produit_noel,produit_premium,produit_local_emblematique,tags_opportunite,stock_interne,stock_reserve,stock_disponible,stock_fournisseur,delai_fournisseur,quantite_minimum_commande,disponibilite,statut_ligne,doublon_potentiel,conflit_prix,anomalie_source,champs_a_confirmer,source,ligne_source
PROD-0587,NC01531,VRAC CHOCOLAT,15.VRAC CHOCOLAT,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,"Transformé en Normandie, mais la matière première principale (café, thé, cacao, fruit exotique, épice…) n'est pas française — à ne pas présenter comme « produit 100 % local »",1000.0,,1KG,,NON,,À CONFIRMER,,13.65,13.65,unité,Prix unitaire HT,0.2,16.38,13.65,,,21.5,25.8,7.85,0.3651,21.0,27.0,1.564,13.65 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 21.35 € → arrondi 21.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.65 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 125 – LES CARAMELS EN VRAC (page 16)
PROD-0588,NC01532,VRAC NOISETTE,16.VRAC NOISETTE,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,1000.0,,1KG,,NON,,À CONFIRMER,,13.65,13.65,unité,Prix unitaire HT,0.2,16.38,13.65,,,21.5,25.8,7.85,0.3651,21.0,27.0,1.564,13.65 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 21.35 € → arrondi 21.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.65 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 126 – LES CARAMELS EN VRAC (page 16)
PROD-0589,NC01530,VRAC CAFÉ,17.VRAC CAFÉ,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,"Transformé en Normandie, mais la matière première principale (café, thé, cacao, fruit exotique, épice…) n'est pas française — à ne pas présenter comme « produit 100 % local »",1000.0,,1KG,,NON,,À CONFIRMER,,13.65,13.65,unité,Prix unitaire HT,0.2,16.38,13.65,,,21.5,25.8,7.85,0.3651,21.0,27.0,1.564,13.65 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 21.35 € → arrondi 21.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.65 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 127 – LES CARAMELS EN VRAC (page 16)
PROD-0590,NC01559,VRAC CALVADOS,18.VRAC CALVADOS,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,1000.0,,1KG,À CONFIRMER,INGREDIENT_ALCOOLISE,Alcool cité comme ingrédient dans le libellé,À CONFIRMER,,13.65,13.65,unité,Prix unitaire HT,0.2,16.38,13.65,,,21.5,25.8,7.85,0.3651,21.0,27.0,1.564,13.65 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 21.35 € → arrondi 21.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.65 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,,,,27,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 128 – LES CARAMELS EN VRAC (page 16)
PROD-0591,NC01558,VRAC POMME,19.VRAC POMME,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,1000.0,,1KG,,NON,,À CONFIRMER,,13.65,13.65,unité,Prix unitaire HT,0.2,16.38,13.65,,,21.5,25.8,7.85,0.3651,21.0,27.0,1.564,13.65 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 21.35 € → arrondi 21.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.65 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 129 – LES CARAMELS EN VRAC (page 16)
PROD-0592,NC01465,VRAC ASSORTIMENT TRADITION,20.VRAC ASSORTIMENT TRADITION,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,1000.0,,1KG,,NON,,À CONFIRMER,,13.65,13.65,unité,Prix unitaire HT,0.2,16.38,13.65,,,21.5,25.8,7.85,0.3651,21.0,27.0,1.564,13.65 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 21.35 € → arrondi 21.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.65 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 130 – LES CARAMELS EN VRAC (page 16)
PROD-0593,NC01477,VRAC ASSORTIMENT NORMANDIE,21.VRAC ASSORTIMENT NORMANDIE,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,1000.0,,1KG,,NON,,À CONFIRMER,,13.65,13.65,unité,Prix unitaire HT,0.2,16.38,13.65,,,21.5,25.8,7.85,0.3651,21.0,27.0,1.564,13.65 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 21.35 € → arrondi 21.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE IMPRIMÉE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.65 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 131 – LES CARAMELS EN VRAC (page 16)
PROD-0594,NC01513,VRAC BEURRE DOUX D’ISIGNY AOP,22.VRAC BEURRE DOUX D’ISIGNY AOP,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE NEUTRE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,1000.0,,1KG,,NON,,À CONFIRMER,,13.0,13,unité,Prix/KG,0.2,15.6,13.0,,,20.5,24.6,7.5,0.3659,20.0,25.5,1.564,13.00 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 20.33 € → arrondi 20.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE NEUTRE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.00 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 133 – LES CARAMELS EN VRAC (page 16)
PROD-0595,NC01510,VRAC CAFÉ,23.VRAC CAFÉ,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE NEUTRE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,"Transformé en Normandie, mais la matière première principale (café, thé, cacao, fruit exotique, épice…) n'est pas française — à ne pas présenter comme « produit 100 % local »",1000.0,,1KG,,NON,,À CONFIRMER,,13.0,13,unité,Prix/KG,0.2,15.6,13.0,,,20.5,24.6,7.5,0.3659,20.0,25.5,1.564,13.00 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 20.33 € → arrondi 20.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE NEUTRE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.00 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 134 – LES CARAMELS EN VRAC (page 16)
PROD-0596,NC01511,VRAC CHOCOLAT,24.VRAC CHOCOLAT,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE NEUTRE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,"Transformé en Normandie, mais la matière première principale (café, thé, cacao, fruit exotique, épice…) n'est pas française — à ne pas présenter comme « produit 100 % local »",1000.0,,1KG,,NON,,À CONFIRMER,,13.0,13,unité,Prix/KG,0.2,15.6,13.0,,,20.5,24.6,7.5,0.3659,20.0,25.5,1.564,13.00 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 20.33 € → arrondi 20.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE NEUTRE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.00 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 135 – LES CARAMELS EN VRAC (page 16)
PROD-0597,NC01512,VRAC NOISETTE,25.VRAC NOISETTE,Gamme : LES CARAMELS EN VRAC (page 16) – CARAMELS PAPILLOTES - CELLOPHANE NEUTRE / Vrac 3kg minimum,CONFISERIE,CARAMEL_VRAC,gamme « LES CARAMELS EN VRAC (page 16) » du catalogue Isigny,CARAMELS D'ISIGNY,FOUR-0002,CARAMELS D'ISIGNY,LES CARAMELS EN VRAC (page 16),FOUR-0002,CARAMELS D'ISIGNY,"À CONFIRMER : onglet intégré au classeur Normand Direct Terroir, canal de commande non précisé",À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14230 Isigny sur mer),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,1000.0,,1KG,,NON,,À CONFIRMER,,13.0,13,unité,Prix/KG,0.2,15.6,13.0,,,20.5,24.6,7.5,0.3659,20.0,25.5,1.564,13.00 € × 1.70 (sous-catégorie CARAMEL_VRAC) × 0.92 (palier 8–20 €) = 20.33 € → arrondi 20.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",1KG,,,,Vrac 3kg minimum (mention du catalogue : « CARAMELS PAPILLOTES - CELLOPHANE NEUTRE / Vrac 3kg minimum »),À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (13.00 € HT) → 4 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PRODUIT_LOURD,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = catalogue tarifé 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,26,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 »,ligne 136 – LES CARAMELS EN VRAC (page 16)
