id_tarif,id_produit,nom_produit,id_fournisseur,fournisseur,prix_achat_ht,unite_de_prix,prix_au_kg_ht,prix_hors_droits_ht,droits_accises,tva_taux,prix_achat_ttc,texte_exact_du_document,libelle_colonne_prix_source,validite,type_de_document,source,ligne_source
TAR-0269,PROD-0269,MOUTARDE 100g Pomme Calvados,FOUR-0001,NORMAND DIRECT TERROIR,4.25,unité,,,,0.055,4.4837,4.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 278
TAR-0270,PROD-0270,MOUTARDE 100g Camembert,FOUR-0001,NORMAND DIRECT TERROIR,4.25,unité,,,,0.055,4.4837,4.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 279
TAR-0271,PROD-0271,MOUTARDE 100g à l'ancienne au Cidre,FOUR-0001,NORMAND DIRECT TERROIR,4.25,unité,,,,0.055,4.4837,4.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 280
TAR-0272,PROD-0272,MOUTARDE 100g à l'ail Noir,FOUR-0001,NORMAND DIRECT TERROIR,4.25,unité,,,,0.055,4.4837,4.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 281
TAR-0273,PROD-0273,MOUTARDE 100g au Piment d'Espelette,FOUR-0001,NORMAND DIRECT TERROIR,4.25,unité,,,,0.055,4.4837,4.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 282
TAR-0274,PROD-0274,MOUTARDE 100g Poivre Voantsy Perifery,FOUR-0001,NORMAND DIRECT TERROIR,4.25,unité,,,,0.055,4.4837,4.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 283
TAR-0275,PROD-0275,CONFITURE pomme caramel 180 gr Mont sr Michel,FOUR-0001,NORMAND DIRECT TERROIR,3.7,unité,,,,0.055,3.9035,3.7,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 284
TAR-0276,PROD-0276,CONFITURE poire vanille 180 gr Plage,FOUR-0001,NORMAND DIRECT TERROIR,3.7,unité,,,,0.055,3.9035,3.7,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 285
TAR-0277,PROD-0277,CONFITURE fruits rouges 180 gr Champs de course,FOUR-0001,NORMAND DIRECT TERROIR,3.7,unité,,,,0.055,3.9035,3.7,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 286
TAR-0278,PROD-0278,CARAMELS d'Isigny Fondant beurre salé 150 g Caen,FOUR-0001,NORMAND DIRECT TERROIR,5.11,unité,,,,0.2,6.132,5.11,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 287
TAR-0279,PROD-0279,CARAMELS d'Isigny beurre salé 150 g Deauville,FOUR-0001,NORMAND DIRECT TERROIR,5.11,unité,,,,0.2,6.132,5.11,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 288
TAR-0280,PROD-0280,CARAMELS d'Isigny 150 g Assortiment Normand Vache,FOUR-0001,NORMAND DIRECT TERROIR,5.11,unité,,,,0.2,6.132,5.11,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 289
TAR-0281,PROD-0281,CARAMELS d'Isigny 200 g Assortiment Normand,FOUR-0001,NORMAND DIRECT TERROIR,7.5,unité,,,,0.2,9.0,7.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 290
TAR-0282,PROD-0282,CARAMELS 1/2 sucrette 100g Ouistreham B-LEC,FOUR-0001,NORMAND DIRECT TERROIR,4.64,unité,,,,0.2,5.568,4.64,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 291
TAR-0283,PROD-0283,CARAMELS 1/2 sucrette 100g Caen château B-LEC,FOUR-0001,NORMAND DIRECT TERROIR,4.64,unité,,,,0.2,5.568,4.64,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 292
TAR-0284,PROD-0284,BISCUITS 150g CAEN Mairie,FOUR-0001,NORMAND DIRECT TERROIR,7.31,unité,,,,0.055,7.712,7.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 293
TAR-0285,PROD-0285,BISCUITS 150g Ouistreham B-LEC,FOUR-0001,NORMAND DIRECT TERROIR,7.31,unité,,,,0.055,7.712,7.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 294
TAR-0286,PROD-0286,BISCUITS 150g Caen Château B-LEC,FOUR-0001,NORMAND DIRECT TERROIR,7.31,unité,,,,0.055,7.712,7.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 295
TAR-0287,PROD-0287,BISCUITS 150g Caen cœur de ville Aquarelle,FOUR-0001,NORMAND DIRECT TERROIR,7.31,unité,,,,0.055,7.712,7.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 296
TAR-0288,PROD-0288,Biscuits 150g Pays D'Auge Aquarelle,FOUR-0001,NORMAND DIRECT TERROIR,7.31,unité,,,,0.055,7.712,7.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 297
TAR-0289,PROD-0289,Biscuits 150g Cambremer Aquarelle,FOUR-0001,NORMAND DIRECT TERROIR,7.31,unité,,,,0.055,7.712,7.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 298
TAR-0290,PROD-0290,POMMEAU 35cl Pique-nique sous les pommiers,FOUR-0001,NORMAND DIRECT TERROIR,9.0,unité,,,,0.2,10.8,9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 299
TAR-0291,PROD-0291,Caramels d'Isigny beurre salé 150 g  D-DAY drapeau,FOUR-0001,NORMAND DIRECT TERROIR,5.11,unité,,,,0.2,6.132,5.11,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 300
TAR-0292,PROD-0292,Caramels d'Isigny 1/2 sucrette 100 g Parachute,FOUR-0001,NORMAND DIRECT TERROIR,4.64,unité,,,,0.2,5.568,4.64,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 301
TAR-0293,PROD-0293,Caramels d'Isigny 1/2 sucrette 100 g OPERATION OVERLORD,FOUR-0001,NORMAND DIRECT TERROIR,4.64,unité,,,,0.2,5.568,4.64,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 302
TAR-0294,PROD-0294,Biscuits 120g JEEP,FOUR-0001,NORMAND DIRECT TERROIR,7.31,unité,,,,0.2,8.772,7.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 303
TAR-0295,PROD-0295,Biscuits 120g Barge,FOUR-0001,NORMAND DIRECT TERROIR,7.31,unité,,,,0.2,8.772,7.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 304
TAR-0296,PROD-0296,Calvados Arrangé Pomme Vanille 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 305
TAR-0297,PROD-0297,Calvados Arrangé Kumquat Café 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 306
TAR-0298,PROD-0298,Calvados Arrangé Banane Vanille 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 307
TAR-0299,PROD-0299,Calvados Arrangé Pomme Caramel 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 308
TAR-0300,PROD-0300,Calvados Arrangé Fraise Poivre de Sichuan 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 309
TAR-0301,PROD-0301,Calvados Arrangé Epices de Noël Clémentine 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 310
TAR-0302,PROD-0302,Calvados Arrangé Pomme Menthe 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 311
TAR-0303,PROD-0303,Calvados Arrangé Ananas Caramel fleur de sel 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 312
TAR-0304,PROD-0304,Calvados Arrangé Framboise Basilic,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 313
TAR-0305,PROD-0305,Calvados Arrangé Bergamote Noix de cajou,FOUR-0001,NORMAND DIRECT TERROIR,20.9,unité,,,,0.2,25.08,20.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 314
TAR-0306,PROD-0306,Calva Arrangé Banane extra mûre vanille 18 mois 50 cl,FOUR-0001,NORMAND DIRECT TERROIR,22.9,unité,,,,0.2,27.48,22.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 315
TAR-0307,PROD-0307,Coffret 2 x 20cl INCLUS AVEC LES 20 CL SUR DEMANDE,FOUR-0001,NORMAND DIRECT TERROIR,0.0,unité,,,,0.2,0.0,0,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 316
TAR-0308,PROD-0308,Calvados Arrangé Pomme Vanille 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,9.1,unité,,,,0.2,10.92,9.1,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 317
TAR-0309,PROD-0309,Calvados Arrangé Kumquat Café 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,9.1,unité,,,,0.2,10.92,9.1,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 318
TAR-0310,PROD-0310,Calvados Arrangé Banane Vanille 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,9.1,unité,,,,0.2,10.92,9.1,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 319
TAR-0311,PROD-0311,Calvados Arrangé Pomme Caramel 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,9.1,unité,,,,0.2,10.92,9.1,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 320
TAR-0312,PROD-0312,Cidre bio Cotentin AOC brut  75 cl,FOUR-0001,NORMAND DIRECT TERROIR,4.62,unité,,,,0.2,5.544,4.62,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 321
TAR-0313,PROD-0313,Cidre bio Cotentin AOC brut 2018 et 2019 150 cl,FOUR-0001,NORMAND DIRECT TERROIR,10.34,unité,,,,0.2,12.408,10.34,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 322
TAR-0314,PROD-0314,Grande cuvée Cotentin AOC extra brut 2018-2019 75 cl,FOUR-0001,NORMAND DIRECT TERROIR,5.28,unité,,,,0.2,6.336,5.28,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 323
TAR-0315,PROD-0315,Cidre bio Cotentin AOC extra brut 2018 puis 2019 150 cl,FOUR-0001,NORMAND DIRECT TERROIR,11.66,unité,,,,0.2,13.992,11.66,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 324
TAR-0316,PROD-0316,Cidre bio cuvée gourmande demi sec 75 cl,FOUR-0001,NORMAND DIRECT TERROIR,4.29,unité,,,,0.2,5.148,4.29,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 325
TAR-0317,PROD-0317,Cidre bio micro cuvée N°1 vieilli fût chêne75 cl 2021,FOUR-0001,NORMAND DIRECT TERROIR,7.48,unité,,,,0.2,8.976,7.48,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 326
TAR-0318,PROD-0318,Cidre bio micro cuvée N°1 vieilli fût chêne150 cl 2019,FOUR-0001,NORMAND DIRECT TERROIR,16.06,unité,,,,0.2,19.272,16.06,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 327
TAR-0319,PROD-0319,Cidre bio micro cuvée N°2 cidre dégorgé 75 cl 2020,FOUR-0001,NORMAND DIRECT TERROIR,8.36,unité,,,,0.2,10.032,8.36,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 328
TAR-0320,PROD-0320,Cidre bio micro cuvée N°3 cidre fermenté barriques de vin,FOUR-0001,NORMAND DIRECT TERROIR,10.23,unité,,,,0.2,12.276,10.23,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 329
TAR-0321,PROD-0321,Cidre bio micro cuvée N°4 Variétés acidulées,FOUR-0001,NORMAND DIRECT TERROIR,7.15,unité,,,,0.2,8.58,7.15,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 330
TAR-0322,PROD-0322,Cidre bio micro cuvée N°5 assemblage 50% amer 50% acidulé,FOUR-0001,NORMAND DIRECT TERROIR,7.15,unité,,,,0.2,8.58,7.15,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 331
TAR-0323,PROD-0323,Amour d'Hérout brut 33 cl cidre IGP,FOUR-0001,NORMAND DIRECT TERROIR,1.93,unité,,,,0.2,2.316,1.93,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 332
TAR-0324,PROD-0324,Amour d'Hérout brut 75 cl cidre IGP,FOUR-0001,NORMAND DIRECT TERROIR,3.85,unité,,,,0.2,4.62,3.85,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 333
TAR-0325,PROD-0325,Amour d'Hérout doux 33 cl cidre IGP,FOUR-0001,NORMAND DIRECT TERROIR,1.93,unité,,,,0.2,2.316,1.93,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 334
TAR-0326,PROD-0326,Calvados Héritage 12 ans d'âge 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,16.06,unité,,,,0.2,19.272,16.06,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 335
TAR-0327,PROD-0327,Calvados Héritage 12 ans d'âge 35 cl,FOUR-0001,NORMAND DIRECT TERROIR,25.25,unité,,,,0.2,30.3,25.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 336
TAR-0328,PROD-0328,Calvados Héritage 12 ans d'âge 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,43.34,unité,,,,0.2,52.008,43.34,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 337
TAR-0329,PROD-0329,Calvados Héritage 12 ans d'âge 150 cl,FOUR-0001,NORMAND DIRECT TERROIR,96.69,unité,,,,0.2,116.028,96.69,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 338
TAR-0330,PROD-0330,Calvados AOC-XO hors d'âge 6 ans 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,13.53,unité,,,,0.2,16.236,13.53,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 339
TAR-0331,PROD-0331,Calvados AOC-XO hors d'âge 6 ans 35 cl,FOUR-0001,NORMAND DIRECT TERROIR,21.23,unité,,,,0.2,25.476,21.23,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 340
TAR-0332,PROD-0332,Calvados AOC-XO hors d'âge 6 ans 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,36.52,unité,,,,0.2,43.824,36.52,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 341
TAR-0333,PROD-0333,Calvados AOC-XO hors d'âge 6 ans 150 cl,FOUR-0001,NORMAND DIRECT TERROIR,82.83,unité,,,,0.2,99.396,82.83,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 342
TAR-0334,PROD-0334,Calvados AOC-VSOP vielle réserve 4 ans 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,11.33,unité,,,,0.2,13.596,11.33,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 343
TAR-0335,PROD-0335,Calvados AOC-VSOP vielle réserve 4 ans 35 cl,FOUR-0001,NORMAND DIRECT TERROIR,17.82,unité,,,,0.2,21.384,17.82,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 344
TAR-0336,PROD-0336,Calvados AOC-VSOP vielle réserve 4 ans 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,30.7,unité,,,,0.2,36.84,30.7,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 345
TAR-0337,PROD-0337,Calvados AOC-VSOP vielle réserve 4 ans 150 cl,FOUR-0001,NORMAND DIRECT TERROIR,69.85,unité,,,,0.2,83.82,69.85,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 346
TAR-0338,PROD-0338,Calvados VS 2 ans 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,9.57,unité,,,,0.2,11.484,9.57,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 347
TAR-0339,PROD-0339,Calvados VS 2 ans 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,25.41,unité,,,,0.2,30.492,25.41,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 348
TAR-0340,PROD-0340,BLANCHE d'alambic bio 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,23.65,unité,,,,0.2,28.38,23.65,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 349
TAR-0341,PROD-0341,BLANCHE d'alambic bio 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,8.75,unité,,,,0.2,10.5,8.75,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 350
TAR-0342,PROD-0342,Pommeau bio 70 cl,FOUR-0001,NORMAND DIRECT TERROIR,15.18,unité,,,,0.2,18.216,15.18,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 351
TAR-0343,PROD-0343,pommeau bio 20 cl,FOUR-0001,NORMAND DIRECT TERROIR,6.27,unité,,,,0.2,7.524,6.27,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 352
TAR-0344,PROD-0344,Jus de pomme bio 25 cl,FOUR-0001,NORMAND DIRECT TERROIR,1.98,unité,,,,0.055,2.0889,1.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 353
TAR-0345,PROD-0345,Jus de pomme bio 100 cl,FOUR-0001,NORMAND DIRECT TERROIR,3.85,unité,,,,0.055,4.0617,3.85,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 354
TAR-0346,PROD-0346,jus de pomme bio 300 cl bib,FOUR-0001,NORMAND DIRECT TERROIR,9.68,unité,,,,0.055,10.2124,9.68,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 355
TAR-0347,PROD-0347,Vinaigre de cidre bio 25 cl,FOUR-0001,NORMAND DIRECT TERROIR,4.07,unité,,,,0.055,4.2938,4.07,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 356
TAR-0348,PROD-0348,Vinaigre de cidre bio 50 cl,FOUR-0001,NORMAND DIRECT TERROIR,5.94,unité,,,,0.055,6.2667,5.94,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 357
TAR-0349,PROD-0349,"Jus de pomme Pétillant bio ""Prout"" 75cl NOUVEAU",FOUR-0001,NORMAND DIRECT TERROIR,3.52,unité,,,,0.055,3.7136,3.52,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 358
TAR-0350,PROD-0350,Cidre Cotentin extra brut 75 cl,FOUR-0001,NORMAND DIRECT TERROIR,3.8,unité,,,,0.2,4.56,3.8,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 359
TAR-0351,PROD-0351,Cidre Cotentin extra brut selection 75 cl,FOUR-0001,NORMAND DIRECT TERROIR,7.6,unité,,,,0.2,9.12,7.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 360
TAR-0352,PROD-0352,Cidre Cotentin brut 75 cl,FOUR-0001,NORMAND DIRECT TERROIR,3.8,unité,,,,0.2,4.56,3.8,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 361
TAR-0353,PROD-0353,Cidre Cotentin brut 33 cl,FOUR-0001,NORMAND DIRECT TERROIR,2.25,unité,,,,0.2,2.7,2.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 362
TAR-0354,PROD-0354,Cidre Cotentin demi-sec 75 cl,FOUR-0001,NORMAND DIRECT TERROIR,4.32,unité,,,,0.2,5.184,4.32,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 363
TAR-0355,PROD-0355,Cidre Cotentin doux 75 cl,FOUR-0001,NORMAND DIRECT TERROIR,3.6,unité,,,,0.2,4.32,3.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 364
TAR-0356,PROD-0356,Fine de Claids 35 cl 40°,FOUR-0001,NORMAND DIRECT TERROIR,18.0,unité,,,,0.2,21.6,18,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 365
TAR-0357,PROD-0357,Calvados 5 ans 35cl,FOUR-0001,NORMAND DIRECT TERROIR,18.1,unité,,,,0.2,21.72,18.1,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 366
